MonitoringLocationName,MonitoringLocationID,ActivityType,ActivityMediaName,ActivityStartDate,CharacteristicName,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType
Lake Ontario,75,Sample-Routine,Surface Water,2023-04-16,pH,,8.22,None,Actual
Lake Ontario,75,Sample-Routine,Surface Water,2023-04-16,Chloride,Dissolved,24.1,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,pH,,8.08,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,pH,,8.12,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,Dissolved oxygen (DO),,11.38,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,Chloride,Dissolved,7.49,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Chloride,Dissolved,7.51,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Chloride,Dissolved,7.64,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,pH,,8.03,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Dissolved oxygen (DO),,10.95,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Dissolved oxygen (DO),,10.01,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Chloride,Dissolved,7.53,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,Dissolved oxygen (DO),,11.39,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,Dissolved oxygen (DO),,11.01,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,Dissolved oxygen (DO),,11.32,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,pH,,8.09,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,Chloride,Dissolved,7.46,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Chloride,Dissolved,7.49,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Dissolved oxygen (DO),,9.28,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Chloride,Dissolved,7.53,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Dissolved oxygen (DO),,11.13,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,pH,,8.23,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,pH,,8.07,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Dissolved oxygen (DO),,11.29,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,Chloride,Dissolved,7.49,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,Chloride,Dissolved,7.43,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,pH,,7.86,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,Dissolved oxygen (DO),,11.19,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,pH,,7.96,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,pH,,8.21,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Chloride,Dissolved,7.47,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,pH,,8.36,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,Dissolved oxygen (DO),,10.21,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-09-13,pH,,7.9,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2022-06-06,Chloride,Dissolved,7.44,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Dissolved oxygen (DO),,10.08,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Chloride,Dissolved,7.76,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Dissolved oxygen (DO),,10.3,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Dissolved oxygen (DO),,10.33,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Chloride,Dissolved,7.77,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Chloride,Dissolved,7.78,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Chloride,Dissolved,7.77,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,pH,,8.29,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,pH,,7.97,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Dissolved oxygen (DO),,10.17,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,pH,,8,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,pH,,8.09,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,pH,,7.99,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Chloride,Dissolved,7.8,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Dissolved oxygen (DO),,10.4,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,pH,,8.29,None,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Dissolved oxygen (DO),,8.83,mg/L,Actual
Georgian Bay,1,Sample-Routine,Surface Water,2024-09-08,Chloride,Dissolved,7.98,mg/L,Actual
Lake Huron,12,Sample-Routine,Surface Water,2022-09-21,Dissolved oxygen (DO),,8.85,mg/L,Actual
Lake Huron,12,Sample-Routine,Surface Water,2022-09-21,Chloride,Dissolved,7.96,mg/L,Actual
Lake Huron,12,Sample-Routine,Surface Water,2022-09-21,pH,,8.36,None,Actual
Lake Huron,12,Sample-Routine,Surface Water,2024-08-30,Dissolved oxygen (DO),,8.96,mg/L,Actual
Lake Huron,12,Sample-Routine,Surface Water,2024-08-30,Chloride,Dissolved,8.02,mg/L,Actual
Lake Huron,12,Sample-Routine,Surface Water,2024-08-30,pH,,8.33,None,Actual
Lake Superior,212,Sample-Routine,Surface Water,2024-09-18,Chloride,Dissolved,1.6,mg/L,Actual
Lake Superior,212,Sample-Routine,Surface Water,2024-06-12,pH,,8.02,None,Actual
Lake Superior,212,Sample-Routine,Surface Water,2024-06-12,Chloride,Dissolved,2.38,mg/L,Actual
Lake Superior,212,Sample-Routine,Surface Water,2024-06-12,pH,,8.16,None,Actual
Lake Superior,212,Sample-Routine,Surface Water,2024-06-12,Dissolved oxygen (DO),,10.21,mg/L,Actual
Lake Superior,212,Sample-Routine,Surface Water,2024-06-12,Chloride,Dissolved,2.12,mg/L,Actual
Lake Superior,212,Sample-Routine,Surface Water,2024-06-12,Dissolved oxygen (DO),,10.08,mg/L,Actual
Lake Superior,212,Sample-Routine,Surface Water,2024-09-18,Dissolved oxygen (DO),,9.66,mg/L,Actual
Lake Superior,212,Sample-Routine,Surface Water,2024-09-18,pH,,8.03,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,15,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,4.19,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,15,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,pH,,7.56,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,15,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,9.36,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,2.87,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,8.77,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,15.1,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,pH,,8.6,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,pH,,7.71,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,Chloride,Dissolved,15.3,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,pH,,7.65,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,Dissolved oxygen (DO),,2.88,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2022-08-18,pH,,7.73,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2023-05-19,Chloride,Dissolved,14.8,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2023-05-19,Dissolved oxygen (DO),,10.56,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2023-05-19,pH,,8.34,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2023-05-19,Dissolved oxygen (DO),,11.23,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2023-05-19,Chloride,Dissolved,15,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2023-05-19,Chloride,Dissolved,15.3,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2023-05-19,pH,,8.33,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2023-05-19,Dissolved oxygen (DO),,10.17,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2023-05-19,pH,,8.02,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,Chloride,Dissolved,14.7,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,Dissolved oxygen (DO),,8.73,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,Dissolved oxygen (DO),,1,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-04-18,Chloride,Dissolved,14.6,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-04-18,Chloride,Dissolved,14.6,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,pH,,7.64,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-04-18,Chloride,Dissolved,14.5,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-04-18,Chloride,Dissolved,14.6,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,pH,,7.41,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,pH,,7.38,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,Chloride,Dissolved,14.6,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,Dissolved oxygen (DO),,2.89,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,Dissolved oxygen (DO),,1.89,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,pH,,7.46,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,Chloride,Dissolved,14.8,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,Dissolved oxygen (DO),,1.68,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,pH,,8.57,None,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,Chloride,Dissolved,14.9,mg/L,Actual
Lake Erie,888,Sample-Routine,Surface Water,2024-08-23,Chloride,Dissolved,14.8,mg/L,Actual
Lake Erie,941,Sample-Routine,Surface Water,2022-08-16,Chloride,Dissolved,16,mg/L,Actual
Lake Erie,941,Sample-Routine,Surface Water,2022-08-16,Dissolved oxygen (DO),,8.23,mg/L,Actual
Lake Erie,941,Sample-Routine,Surface Water,2022-08-16,pH,,8.43,None,Actual
Lake Erie,941,Sample-Routine,Surface Water,2023-05-09,pH,,8.39,None,Actual
Lake Erie,941,Sample-Routine,Surface Water,2023-05-09,Dissolved oxygen (DO),,11.17,mg/L,Actual
Lake Erie,941,Sample-Routine,Surface Water,2023-05-09,Chloride,Dissolved,17,mg/L,Actual
Lake Erie,941,Sample-Routine,Surface Water,2024-08-22,Chloride,Dissolved,15.8,mg/L,Actual
Lake Erie,941,Sample-Routine,Surface Water,2024-08-22,pH,,8.45,None,Actual
Lake Erie,941,Sample-Routine,Surface Water,2024-08-22,Dissolved oxygen (DO),,8.59,mg/L,Actual
Lake Huron,48,Sample-Routine,Surface Water,2022-06-07,Chloride,Dissolved,7.45,mg/L,Actual
Lake Huron,48,Sample-Routine,Surface Water,2022-09-18,pH,,8.32,None,Actual
Lake Huron,48,Sample-Routine,Surface Water,2022-06-07,Dissolved oxygen (DO),,11.55,mg/L,Actual
Lake Huron,48,Sample-Routine,Surface Water,2022-09-18,Dissolved oxygen (DO),,9.11,mg/L,Actual
Lake Huron,48,Sample-Routine,Surface Water,2022-06-07,pH,,8.04,None,Actual
Lake Huron,48,Sample-Routine,Surface Water,2022-09-18,Chloride,Dissolved,7.53,mg/L,Actual
Lake Huron,48,Sample-Routine,Surface Water,2024-08-29,Dissolved oxygen (DO),,9.24,mg/L,Actual
Lake Huron,48,Sample-Routine,Surface Water,2024-08-29,Chloride,Dissolved,7.49,mg/L,Actual
Lake Huron,48,Sample-Routine,Surface Water,2024-08-29,pH,,8.36,None,Actual
Lake Huron,5,Sample-Routine,Surface Water,2022-09-21,Dissolved oxygen (DO),,8.85,mg/L,Actual
Lake Huron,5,Sample-Routine,Surface Water,2022-09-21,pH,,8.35,None,Actual
Lake Huron,5,Sample-Routine,Surface Water,2022-09-21,Chloride,Dissolved,8.03,mg/L,Actual
Lake Huron,5,Sample-Routine,Surface Water,2024-08-28,Dissolved oxygen (DO),,8.88,mg/L,Actual
Lake Huron,5,Sample-Routine,Surface Water,2024-08-28,Chloride,Dissolved,8.08,mg/L,Actual
